account_id,customer_id,account_type,account_status,currency,opened_at,closed_at,home_country
ACC_000067,CUST_000890,current,active,USD,2022-10-21T16:12:55Z,,BR
ACC_000068,CUST_000565,business,active,USD,2024-03-24T15:45:50Z,,US
ACC_000069,CUST_003639,savings,active,USD,2024-07-28T19:41:33Z,,BR
ACC_000070,CUST_001162,current,active,USD,2024-12-20T03:16:29Z,,BR
ACC_000071,CUST_003589,current,active,USD,2022-08-19T10:35:56Z,,ZA
ACC_000072,CUST_000719,current,active,USD,2020-09-04T15:31:25Z,,HK
ACC_000073,CUST_000096,savings,active,USD,2025-02-06T00:10:32Z,,CA
ACC_000074,CUST_004004,current,active,USD,2023-10-16T02:57:53Z,,DE
ACC_000075,CUST_001315,business,active,USD,2022-12-22T22:18:18Z,,AE
ACC_000076,CUST_002691,savings,active,USD,2020-04-26T21:30:15Z,,GB
ACC_000077,CUST_000377,current,active,USD,2021-08-19T20:29:55Z,,GB
ACC_000078,CUST_001519,current,active,USD,2020-09-17T22:31:36Z,,BR
ACC_000079,CUST_003109,current,active,USD,2024-05-24T09:22:42Z,,BR
ACC_000080,CUST_001052,business,active,USD,2023-08-19T16:35:55Z,,AU
ACC_000081,CUST_003718,wallet,active,USD,2024-11-07T19:40:45Z,,AE
ACC_000082,CUST_000855,savings,active,USD,2021-08-21T08:30:26Z,,HK
ACC_000083,CUST_004829,business,active,USD,2025-03-13T17:15:43Z,,AE
ACC_000084,CUST_003195,savings,active,USD,2024-06-23T20:59:15Z,,DE
ACC_000085,CUST_000683,current,closed,USD,2022-07-27T15:33:03Z,2022-09-12T15:33:03Z,AE
ACC_000086,CUST_004534,business,active,USD,2021-03-23T17:36:56Z,,CA
ACC_000087,CUST_000611,savings,active,USD,2024-04-06T02:24:21Z,,ZA
ACC_000088,CUST_001892,savings,active,USD,2021-09-14T04:46:42Z,,DE
ACC_000089,CUST_002787,savings,active,USD,2021-07-26T03:31:23Z,,PA
ACC_000090,CUST_001344,savings,active,USD,2020-09-01T05:48:27Z,,VG
ACC_000091,CUST_001246,current,active,USD,2024-06-23T04:39:16Z,,SG
ACC_000092,CUST_003855,wallet,active,USD,2022-06-05T17:29:53Z,,DE
ACC_000093,CUST_002508,savings,active,USD,2021-03-26T15:13:38Z,,BR
ACC_000094,CUST_004376,current,active,USD,2021-10-06T14:34:45Z,,AE
ACC_000095,CUST_003951,current,active,USD,2022-12-29T02:27:19Z,,HK
ACC_000096,CUST_001316,current,dormant,USD,2022-02-04T18:19:21Z,,ZA
ACC_000097,CUST_001790,savings,dormant,USD,2021-12-23T08:44:34Z,,VG
ACC_000098,CUST_000582,savings,active,USD,2020-08-03T19:47:19Z,,CA
ACC_000099,CUST_002964,business,active,USD,2020-11-13T15:15:04Z,,SG
ACC_000100,CUST_002321,wallet,active,USD,2021-08-04T00:40:27Z,,HK
ACC_000101,CUST_003469,business,active,USD,2023-01-02T17:27:27Z,,US
ACC_000102,CUST_000634,business,active,USD,2020-06-28T09:13:28Z,,HK
ACC_000103,CUST_003640,wallet,active,USD,2022-03-20T08:21:53Z,,CA
ACC_000104,CUST_002182,current,active,USD,2023-09-09T00:20:09Z,,AU
ACC_000105,CUST_001079,current,active,USD,2020-08-01T00:07:44Z,,GB
ACC_000106,CUST_001529,current,active,USD,2020-11-20T23:46:16Z,,PA
ACC_000107,CUST_000775,savings,active,USD,2022-07-30T04:46:23Z,,US
ACC_000108,CUST_001652,savings,active,USD,2024-03-06T03:53:46Z,,AE
ACC_000109,CUST_002405,business,active,USD,2024-08-05T04:13:42Z,,BR
ACC_000110,CUST_000138,wallet,active,USD,2022-04-15T07:54:58Z,,US
ACC_000111,CUST_003087,current,active,USD,2025-03-25T18:42:28Z,,HK
ACC_000112,CUST_003414,savings,active,USD,2023-02-19T04:11:29Z,,VG
ACC_000113,CUST_002559,savings,active,USD,2023-12-29T08:16:54Z,,AE
ACC_000114,CUST_000167,current,active,USD,2022-05-26T03:52:58Z,,ZA
ACC_000115,CUST_000958,current,active,USD,2023-09-16T06:01:30Z,,CA
ACC_000116,CUST_004288,savings,active,USD,2024-07-02T14:01:19Z,,CA
ACC_000117,CUST_002170,current,active,USD,2021-03-30T12:00:29Z,,AE
ACC_000118,CUST_000865,current,active,USD,2021-06-10T19:52:28Z,,CA
ACC_000119,CUST_001179,current,active,USD,2021-04-28T11:57:27Z,,HK
ACC_000120,CUST_000876,savings,active,USD,2024-08-21T04:39:50Z,,HK
ACC_000121,CUST_001502,current,active,USD,2020-11-21T14:32:36Z,,US
ACC_000122,CUST_004858,current,active,USD,2020-12-15T22:43:51Z,,AU
ACC_000123,CUST_004677,savings,active,USD,2020-03-10T20:31:55Z,,AU
ACC_000124,CUST_003974,savings,active,USD,2020-12-26T16:01:19Z,,AE
ACC_000125,CUST_002154,current,active,USD,2021-12-21T21:32:24Z,,SG
ACC_000126,CUST_001218,savings,dormant,USD,2022-10-19T15:05:48Z,,SG
ACC_000127,CUST_002284,current,dormant,USD,2020-01-05T05:40:49Z,,SG
ACC_000128,CUST_004097,current,active,USD,2022-04-28T03:30:11Z,,CA
ACC_000129,CUST_000803,savings,active,USD,2022-09-28T04:17:47Z,,SG
ACC_000130,CUST_002241,current,dormant,USD,2020-12-26T12:28:14Z,,SG
ACC_000131,CUST_000555,business,active,USD,2023-03-21T14:17:22Z,,ZA
ACC_000132,CUST_003795,savings,active,USD,2024-10-11T06:40:26Z,,HK
ACC_000133,CUST_001449,current,active,USD,2022-07-01T02:01:30Z,,BR
ACC_000134,CUST_003004,current,active,USD,2024-07-09T07:18:02Z,,DE
ACC_000135,CUST_001364,savings,active,USD,2021-12-15T20:51:26Z,,US
ACC_000136,CUST_000229,savings,dormant,USD,2020-01-14T02:20:36Z,,PA
ACC_000137,CUST_000748,savings,active,USD,2021-09-01T17:07:50Z,,BR
ACC_000138,CUST_001424,business,active,USD,2022-06-17T21:27:43Z,,AE
ACC_000139,CUST_000821,business,dormant,USD,2020-01-19T04:45:19Z,,SG
ACC_000140,CUST_000363,current,active,USD,2023-07-26T05:14:14Z,,AE
ACC_000141,CUST_004643,savings,closed,USD,2022-10-17T20:46:15Z,2023-07-20T20:46:15Z,BR
ACC_000142,CUST_001277,current,active,USD,2022-06-04T17:16:11Z,,CA
ACC_000143,CUST_003461,savings,active,USD,2025-03-01T02:57:27Z,,HK
ACC_000144,CUST_001316,current,dormant,USD,2022-05-27T19:48:38Z,,ZA
ACC_000145,CUST_000928,business,active,USD,2022-12-26T15:09:22Z,,ZA
ACC_000146,CUST_000083,business,active,USD,2020-02-27T22:49:02Z,,HK
ACC_000147,CUST_000668,business,active,USD,2023-06-04T00:05:53Z,,PA
ACC_000148,CUST_000860,current,active,USD,2021-11-29T23:31:18Z,,ZA
ACC_000149,CUST_002956,savings,active,USD,2023-01-16T04:42:28Z,,AU
ACC_000150,CUST_002810,current,active,USD,2021-05-05T02:10:00Z,,HK
ACC_000151,CUST_001753,current,active,USD,2024-08-07T12:03:54Z,,DE
ACC_000152,CUST_003036,current,dormant,USD,2020-03-31T03:47:15Z,,CA
ACC_000153,CUST_001463,current,active,USD,2025-02-19T01:29:24Z,,HK
ACC_000154,CUST_000508,current,active,USD,2024-02-08T17:58:07Z,,AE
ACC_000155,CUST_004089,wallet,active,USD,2024-12-05T22:58:50Z,,US
ACC_000156,CUST_000582,current,active,USD,2022-01-08T21:46:17Z,,CA
ACC_000157,CUST_004031,savings,active,USD,2021-09-30T03:14:29Z,,DE
ACC_000158,CUST_004267,current,active,USD,2021-09-30T06:09:49Z,,VG
ACC_000159,CUST_000533,wallet,active,USD,2024-02-29T05:25:57Z,,GB
ACC_000160,CUST_003537,savings,active,USD,2023-09-20T18:42:29Z,,AU
ACC_000161,CUST_004390,current,active,USD,2024-02-24T12:58:26Z,,US
ACC_000162,CUST_004328,current,active,USD,2021-12-13T11:08:30Z,,AU
ACC_000163,CUST_004396,savings,active,USD,2023-08-22T11:51:31Z,,GB
ACC_000164,CUST_003487,savings,active,USD,2023-10-16T20:59:26Z,,ZA
ACC_000165,CUST_001364,current,active,USD,2020-11-29T09:28:56Z,,US
ACC_000166,CUST_000568,current,active,USD,2022-11-27T18:10:23Z,,BR
ACC_000167,CUST_002409,savings,active,USD,2021-04-03T09:21:38Z,,US
ACC_000168,CUST_004463,current,active,USD,2025-03-02T02:35:13Z,,ZA
ACC_000169,CUST_001571,savings,active,USD,2021-01-18T17:50:48Z,,CA
ACC_000170,CUST_000563,wallet,active,USD,2023-07-22T09:28:34Z,,AE
ACC_000171,CUST_003630,savings,active,USD,2025-01-14T22:00:45Z,,CA
ACC_000172,CUST_002166,current,active,USD,2022-07-18T13:23:58Z,,SG
ACC_000173,CUST_001603,savings,active,USD,2021-02-02T04:46:01Z,,BR
ACC_000174,CUST_001159,current,active,USD,2023-09-06T13:31:38Z,,VG
ACC_000175,CUST_001883,savings,active,USD,2021-04-14T19:17:37Z,,SG
ACC_000176,CUST_002081,current,closed,USD,2022-08-07T04:09:21Z,2022-10-04T04:09:21Z,VG
ACC_000177,CUST_001352,current,active,USD,2023-11-17T15:41:29Z,,AE
ACC_000178,CUST_002824,current,active,USD,2023-02-25T21:45:53Z,,AU
ACC_000179,CUST_003648,current,active,USD,2020-05-26T00:12:55Z,,BR
ACC_000180,CUST_000337,savings,active,USD,2024-10-30T17:37:13Z,,CA
ACC_000181,CUST_004510,current,active,USD,2022-09-23T19:46:22Z,,US
ACC_000182,CUST_000062,savings,active,USD,2021-08-24T19:31:15Z,,ZA
ACC_000183,CUST_003291,business,active,USD,2022-01-17T12:06:52Z,,SG
ACC_000184,CUST_004539,current,active,USD,2023-06-14T16:25:22Z,,US
ACC_000185,CUST_004616,savings,dormant,USD,2020-01-21T18:28:05Z,,DE
ACC_000186,CUST_004504,savings,active,USD,2024-07-07T05:38:32Z,,DE
ACC_000187,CUST_000452,current,active,USD,2021-04-04T11:26:44Z,,ZA
ACC_000188,CUST_004789,savings,active,USD,2023-07-15T14:19:08Z,,BR
ACC_000189,CUST_003198,current,active,USD,2022-04-02T10:51:40Z,,PA
ACC_000190,CUST_000541,current,dormant,USD,2022-07-31T13:09:05Z,,VG
ACC_000191,CUST_001467,current,active,USD,2024-03-07T23:09:57Z,,US
ACC_000192,CUST_002931,current,active,USD,2020-10-29T08:24:55Z,,ZA
ACC_000193,CUST_000198,current,active,USD,2020-01-02T01:59:40Z,,AE
ACC_000194,CUST_002164,current,active,USD,2022-11-21T10:18:45Z,,AU
ACC_000195,CUST_001895,savings,active,USD,2021-01-31T20:11:03Z,,AU
ACC_000196,CUST_003991,current,active,USD,2020-09-12T16:54:14Z,,BR
ACC_000197,CUST_001059,wallet,dormant,USD,2022-09-17T10:04:34Z,,SG
ACC_000198,CUST_003774,wallet,active,USD,2020-03-31T01:44:18Z,,AE
ACC_000199,CUST_000818,current,active,USD,2022-03-24T16:39:08Z,,US
ACC_000200,CUST_000405,savings,active,USD,2024-11-29T17:44:07Z,,GB
ACC_000201,CUST_003463,current,active,USD,2020-03-31T13:58:02Z,,PA
ACC_000202,CUST_004422,savings,active,USD,2022-03-03T22:39:14Z,,AE
ACC_000203,CUST_003652,business,active,USD,2025-01-27T20:28:10Z,,SG
ACC_000204,CUST_002482,savings,dormant,USD,2024-10-02T17:07:43Z,,VG
ACC_000205,CUST_002086,current,dormant,USD,2024-02-02T02:28:34Z,,AE
ACC_000206,CUST_001503,wallet,active,USD,2020-04-26T21:24:17Z,,US
ACC_000207,CUST_001262,current,active,USD,2024-03-26T00:58:54Z,,DE
ACC_000208,CUST_002806,business,active,USD,2021-07-24T22:30:16Z,,AE
ACC_000209,CUST_001752,current,active,USD,2021-06-28T15:06:28Z,,DE
ACC_000210,CUST_003097,current,active,USD,2020-06-30T16:23:35Z,,AU
ACC_000211,CUST_002893,savings,active,USD,2023-12-29T19:38:33Z,,BR
ACC_000212,CUST_000693,business,active,USD,2025-02-05T00:56:55Z,,AE
ACC_000213,CUST_000084,current,active,USD,2023-12-06T11:05:16Z,,US
ACC_000214,CUST_001866,wallet,active,USD,2023-06-17T10:54:43Z,,DE
ACC_000215,CUST_000333,savings,active,USD,2023-01-21T21:27:04Z,,GB
ACC_000216,CUST_003211,current,active,USD,2022-03-19T18:43:17Z,,HK
ACC_000217,CUST_000912,current,active,USD,2023-07-14T19:37:21Z,,AE
ACC_000218,CUST_002170,current,active,USD,2020-11-09T21:24:30Z,,AU
ACC_000219,CUST_001479,savings,active,USD,2021-05-12T20:47:25Z,,DE
ACC_000220,CUST_004726,current,active,USD,2024-09-26T10:14:12Z,,BR
ACC_000221,CUST_001957,savings,active,USD,2021-01-30T17:25:16Z,,BR
ACC_000222,CUST_002824,current,active,USD,2023-06-14T23:25:01Z,,AU
ACC_000223,CUST_001200,current,active,USD,2024-04-29T22:42:27Z,,HK
ACC_000224,CUST_003483,current,active,USD,2022-04-10T20:14:31Z,,HK
ACC_000225,CUST_001409,business,active,USD,2024-05-13T06:36:36Z,,CA
ACC_000226,CUST_000866,savings,active,USD,2021-10-11T11:25:15Z,,VG
ACC_000227,CUST_003233,current,active,USD,2021-10-13T13:33:40Z,,AU
ACC_000228,CUST_001934,savings,active,USD,2023-11-26T10:40:09Z,,AE
ACC_000229,CUST_000742,savings,active,USD,2023-10-10T23:24:33Z,,DE
ACC_000230,CUST_001174,savings,active,USD,2024-11-27T10:55:10Z,,GB
ACC_000231,CUST_004041,savings,active,USD,2022-10-09T06:02:44Z,,US
ACC_000232,CUST_001715,savings,active,USD,2020-12-21T07:52:06Z,,BR
ACC_000233,CUST_001753,business,active,USD,2023-09-24T06:54:13Z,,DE
ACC_000234,CUST_002972,current,active,USD,2023-12-22T07:05:51Z,,CA
ACC_000235,CUST_000915,current,active,USD,2021-08-15T00:22:50Z,,VG
ACC_000236,CUST_002790,current,active,USD,2023-03-02T16:49:50Z,,DE
ACC_000237,CUST_001563,current,active,USD,2022-02-25T12:58:14Z,,PA
ACC_000238,CUST_000478,savings,active,USD,2023-03-02T23:45:31Z,,VG
ACC_000239,CUST_004675,current,active,USD,2024-12-16T08:02:27Z,,CA
ACC_000240,CUST_004774,wallet,active,USD,2024-07-15T03:41:25Z,,GB
ACC_000241,CUST_002900,business,closed,USD,2020-10-28T02:53:00Z,2021-01-29T02:53:00Z,US
ACC_000242,CUST_001182,current,active,USD,2023-09-19T14:08:40Z,,DE
ACC_000243,CUST_002148,savings,active,USD,2020-02-09T10:52:03Z,,SG
ACC_000244,CUST_000413,wallet,active,USD,2021-02-27T11:39:43Z,,AU
ACC_000245,CUST_001316,business,active,USD,2023-08-26T08:44:25Z,,GB
ACC_000246,CUST_002434,savings,active,USD,2022-03-12T14:41:52Z,,CA
ACC_000247,CUST_000084,savings,active,USD,2021-08-23T02:23:21Z,,US
ACC_000248,CUST_003870,current,active,USD,2021-10-05T21:16:07Z,,GB
ACC_000249,CUST_001224,current,active,USD,2024-08-22T06:27:09Z,,US
ACC_000250,CUST_003615,current,active,USD,2022-08-01T12:43:54Z,,BR
ACC_000251,CUST_002397,current,active,USD,2022-09-19T02:26:45Z,,ZA
ACC_000252,CUST_002682,business,active,USD,2023-08-25T05:50:56Z,,CA
ACC_000253,CUST_003733,current,active,USD,2025-02-02T05:20:24Z,,AU
ACC_000254,CUST_000326,savings,active,USD,2024-12-05T21:18:44Z,,VG
ACC_000255,CUST_000830,business,active,USD,2021-03-23T00:12:33Z,,VG
ACC_000256,CUST_002946,business,active,USD,2022-09-16T03:02:39Z,,PA
ACC_000257,CUST_002039,savings,active,USD,2021-02-14T15:17:31Z,,BR
ACC_000258,CUST_001863,current,active,USD,2022-07-27T20:05:59Z,,DE
ACC_000259,CUST_004167,wallet,active,USD,2022-12-18T04:03:30Z,,DE
ACC_000260,CUST_004182,savings,active,USD,2021-01-22T18:33:26Z,,VG
ACC_000261,CUST_000329,current,active,USD,2022-05-04T13:35:54Z,,AU
ACC_000262,CUST_003489,savings,active,USD,2022-07-23T00:23:15Z,,DE
ACC_000263,CUST_001347,savings,active,USD,2024-04-29T08:27:56Z,,ZA
ACC_000264,CUST_002527,savings,active,USD,2024-06-30T11:37:52Z,,BR
ACC_000265,CUST_000964,savings,active,USD,2021-10-07T09:58:43Z,,US
ACC_000266,CUST_002821,current,active,USD,2021-12-02T02:15:28Z,,HK
ACC_000267,CUST_002660,savings,active,USD,2024-12-14T04:03:18Z,,BR
ACC_000268,CUST_000866,savings,active,USD,2021-06-06T13:59:48Z,,VG
ACC_000269,CUST_001398,business,active,USD,2022-12-14T03:25:15Z,,BR
ACC_000270,CUST_004050,current,active,USD,2020-12-25T08:13:38Z,,GB
ACC_000271,CUST_000734,current,active,USD,2020-12-12T07:40:10Z,,BR
ACC_000272,CUST_002450,current,active,USD,2023-07-14T03:22:13Z,,PA
ACC_000273,CUST_000291,current,active,USD,2024-10-18T01:49:00Z,,ZA
ACC_000274,CUST_001170,savings,active,USD,2020-04-23T23:16:34Z,,DE
ACC_000275,CUST_001924,savings,active,USD,2020-04-27T05:23:37Z,,PA
ACC_000276,CUST_004089,wallet,active,USD,2021-06-19T06:30:16Z,,US
ACC_000277,CUST_000017,savings,active,USD,2022-09-03T07:00:09Z,,AE
ACC_000278,CUST_004727,savings,active,USD,2021-04-15T07:50:03Z,,SG
ACC_000279,CUST_001946,current,active,USD,2023-09-03T12:16:35Z,,BR
ACC_000280,CUST_002781,savings,active,USD,2023-05-04T22:05:26Z,,PA
ACC_000281,CUST_004361,wallet,dormant,USD,2022-09-29T06:09:47Z,,AE
ACC_000282,CUST_001826,current,closed,USD,2025-01-06T16:19:21Z,2025-03-31T00:00:00Z,BR
ACC_000283,CUST_000121,current,active,USD,2024-05-14T22:36:52Z,,ZA
ACC_000284,CUST_004468,current,active,USD,2023-09-03T21:54:08Z,,GB
ACC_000285,CUST_000871,savings,active,USD,2022-08-26T10:23:33Z,,VG
ACC_000286,CUST_003833,savings,active,USD,2021-09-29T05:27:33Z,,SG
ACC_000287,CUST_002702,business,active,USD,2020-05-15T05:51:56Z,,VG
ACC_000288,CUST_000995,current,active,USD,2024-04-14T12:43:07Z,,AE
ACC_000289,CUST_001294,current,active,USD,2020-11-28T12:40:29Z,,VG
ACC_000290,CUST_000115,current,active,USD,2021-06-12T09:08:17Z,,AE
ACC_000291,CUST_002939,wallet,active,USD,2021-07-08T05:39:24Z,,PA
ACC_000292,CUST_004031,savings,active,USD,2021-03-11T10:55:54Z,,BR
ACC_000293,CUST_003961,business,active,USD,2021-08-01T23:55:50Z,,HK
ACC_000294,CUST_004366,savings,active,USD,2023-12-27T08:29:44Z,,SG
ACC_000295,CUST_002680,business,active,USD,2021-08-06T06:27:19Z,,US
ACC_000296,CUST_000505,wallet,active,USD,2022-06-23T06:26:50Z,,DE
ACC_000297,CUST_003901,savings,active,USD,2025-02-06T16:47:24Z,,HK
ACC_000298,CUST_000765,current,active,USD,2025-01-03T08:39:51Z,,US
ACC_000299,CUST_000424,current,active,USD,2020-05-24T09:34:09Z,,PA
ACC_000300,CUST_004653,business,active,USD,2021-11-05T03:43:13Z,,VG
ACC_000301,CUST_002547,savings,active,USD,2022-01-08T14:31:12Z,,CA
ACC_000302,CUST_003732,current,active,USD,2023-09-22T12:44:36Z,,AU
ACC_000303,CUST_004635,savings,active,USD,2020-10-15T01:34:22Z,,VG
ACC_000304,CUST_003224,wallet,active,USD,2020-04-16T22:00:15Z,,AE
ACC_000305,CUST_004743,current,active,USD,2025-02-23T22:08:22Z,,CA
ACC_000306,CUST_004173,business,dormant,USD,2021-01-07T21:17:33Z,,VG
ACC_000307,CUST_000113,business,active,USD,2023-08-04T11:26:20Z,,DE
ACC_000308,CUST_004331,current,active,USD,2023-01-01T11:42:56Z,,GB
ACC_000309,CUST_000200,savings,active,USD,2025-02-02T15:18:28Z,,HK
ACC_000310,CUST_001813,business,active,USD,2023-06-24T10:34:02Z,,VG
ACC_000311,CUST_003505,current,active,USD,2020-05-26T05:50:33Z,,VG
ACC_000312,CUST_000768,current,active,USD,2024-03-25T04:56:49Z,,PA
ACC_000313,CUST_003929,current,active,USD,2020-05-15T01:02:42Z,,AE
ACC_000314,CUST_001757,current,dormant,USD,2025-03-09T22:40:02Z,,CA
ACC_000315,CUST_002649,current,active,USD,2025-02-07T15:34:00Z,,GB
ACC_000316,CUST_001093,business,active,USD,2025-01-28T20:00:53Z,,ZA
ACC_000317,CUST_000841,current,closed,USD,2024-03-04T19:19:30Z,2024-12-19T19:19:30Z,AE
ACC_000318,CUST_003804,current,active,USD,2022-06-29T22:01:23Z,,CA
ACC_000319,CUST_000864,current,active,USD,2021-05-25T11:01:00Z,,PA
ACC_000320,CUST_002405,current,active,USD,2023-09-05T19:53:45Z,,PA
ACC_000321,CUST_001476,current,closed,USD,2022-02-10T12:07:40Z,2022-10-26T12:07:40Z,US
ACC_000322,CUST_001277,savings,active,USD,2020-04-25T05:06:57Z,,CA
ACC_000323,CUST_001144,current,active,USD,2025-02-17T16:39:58Z,,SG
ACC_000324,CUST_002511,current,active,USD,2022-04-05T08:09:07Z,,ZA
ACC_000325,CUST_001572,savings,active,USD,2020-09-12T16:37:46Z,,PA
ACC_000326,CUST_003694,wallet,active,USD,2020-08-27T09:12:43Z,,US
ACC_000327,CUST_004357,savings,active,USD,2022-06-19T17:17:45Z,,DE
ACC_000328,CUST_001047,current,active,USD,2022-12-08T21:08:22Z,,US
ACC_000329,CUST_003960,savings,active,USD,2022-09-29T11:47:33Z,,VG
ACC_000330,CUST_000397,business,active,USD,2024-06-19T03:05:10Z,,VG
ACC_000331,CUST_003917,current,active,USD,2022-10-18T18:17:59Z,,AU
ACC_000332,CUST_001678,current,active,USD,2023-05-04T05:50:32Z,,BR
ACC_000333,CUST_003653,current,active,USD,2024-01-07T03:33:28Z,,AE
ACC_000334,CUST_001943,savings,active,USD,2023-09-03T12:04:39Z,,US
ACC_000335,CUST_002127,savings,active,USD,2023-12-20T05:53:49Z,,SG
ACC_000336,CUST_002983,current,active,USD,2023-06-21T19:04:25Z,,CA
ACC_000337,CUST_002724,savings,active,USD,2022-09-04T16:22:00Z,,AE
ACC_000338,CUST_003203,wallet,active,USD,2020-07-14T06:16:32Z,,VG
