customer_id,customer_type,customer_segment,jurisdiction,occupation,industry_code,customer_risk_rating,customer_risk_score,onboarded_at
CUST_000070,individual,retail,GB,Trader,,medium,49.22,2023-12-04T20:37:58Z
CUST_000071,individual,retail,BR,Retiree,,low,36.87,2024-11-12T18:05:13Z
CUST_000072,individual,retail,DE,Retiree,,medium,40.84,2025-03-21T14:27:59Z
CUST_000073,business,small_business,AE,,5221,low,24.1,2024-11-28T05:49:51Z
CUST_000074,business,small_business,US,,5221,medium,65.45,2020-01-18T22:12:49Z
CUST_000075,individual,retail,GB,Consultant,,low,21.26,2021-04-28T07:12:06Z
CUST_000076,individual,retail,US,Consultant,,low,0.0,2020-08-10T09:23:02Z
CUST_000077,business,small_business,DE,,5416,low,21.73,2021-08-17T18:47:48Z
CUST_000078,individual,retail,ZA,Retiree,,low,38.88,2020-01-01T19:47:22Z
CUST_000079,individual,retail,US,Consultant,,low,32.76,2023-03-26T02:30:20Z
CUST_000080,individual,retail,BR,Engineer,,low,5.99,2024-10-14T18:07:39Z
CUST_000081,individual,affluent,PA,Retiree,,medium,47.64,2024-11-27T09:21:48Z
CUST_000082,individual,retail,US,Engineer,,medium,41.32,2021-06-16T17:49:44Z
CUST_000083,business,corporate,BR,,5221,medium,66.91,2021-03-20T09:27:42Z
CUST_000084,individual,retail,US,Teacher,,medium,43.94,2022-08-05T05:52:52Z
CUST_000085,business,small_business,PA,,5221,low,36.75,2024-10-18T06:30:04Z
CUST_000086,individual,retail,AE,Teacher,,low,19.2,2023-04-27T10:57:53Z
CUST_000087,individual,retail,ZA,Consultant,,low,29.26,2024-12-27T22:28:31Z
CUST_000088,individual,retail,AU,Trader,,medium,44.01,2022-05-08T18:23:04Z
CUST_000089,individual,retail,AE,Engineer,,medium,48.93,2022-04-17T10:33:53Z
CUST_000090,individual,retail,ZA,Trader,,low,27.1,2022-09-12T17:55:59Z
CUST_000091,business,corporate,CA,,5221,medium,44.8,2021-01-10T23:00:57Z
CUST_000092,individual,retail,DE,Consultant,,low,10.13,2022-03-21T23:58:49Z
CUST_000093,individual,retail,BR,Retiree,,medium,45.67,2023-10-17T05:15:14Z
CUST_000094,individual,retail,AU,Trader,,low,14.99,2020-12-11T21:01:01Z
CUST_000095,individual,retail,CA,Engineer,,low,31.2,2023-03-04T14:38:57Z
CUST_000096,business,small_business,CA,,7225,low,5.31,2021-12-29T07:05:21Z
CUST_000097,individual,retail,BR,Engineer,,low,19.87,2021-03-26T00:54:10Z
CUST_000098,individual,retail,VG,Consultant,,high,83.13,2020-07-14T14:48:45Z
CUST_000099,individual,retail,VG,Consultant,,high,83.23,2025-03-16T01:31:14Z
CUST_000100,individual,retail,VG,Teacher,,medium,52.43,2021-12-15T19:30:07Z
CUST_000101,individual,retail,AU,Teacher,,low,23.22,2020-09-28T16:36:13Z
CUST_000102,business,corporate,CA,,5221,low,14.36,2022-08-23T00:28:17Z
CUST_000103,business,corporate,US,,4481,low,19.39,2024-10-01T20:55:51Z
CUST_000104,individual,retail,ZA,Engineer,,low,28.89,2020-12-19T11:31:59Z
CUST_000105,individual,retail,US,Teacher,,low,28.01,2021-01-04T02:27:20Z
CUST_000106,individual,retail,PA,Engineer,,medium,60.44,2024-11-14T00:10:56Z
CUST_000107,individual,affluent,US,Teacher,,medium,52.56,2024-10-18T00:55:33Z
CUST_000108,individual,retail,US,Teacher,,low,28.69,2021-03-10T13:54:45Z
CUST_000109,business,small_business,AE,,5416,medium,46.41,2021-03-04T12:23:31Z
CUST_000110,individual,affluent,ZA,Engineer,,medium,42.79,2024-12-25T17:59:54Z
CUST_000111,individual,retail,DE,Retiree,,low,13.72,2024-05-02T02:51:26Z
CUST_000112,individual,retail,ZA,Trader,,low,27.18,2024-11-12T13:30:59Z
CUST_000113,individual,affluent,DE,Consultant,,low,25.22,2022-03-14T21:04:57Z
CUST_000114,individual,retail,AE,Engineer,,low,12.05,2020-05-26T14:17:15Z
CUST_000115,business,small_business,AE,,5221,low,17.41,2022-01-11T13:32:30Z
CUST_000116,individual,affluent,PA,Trader,,low,33.82,2023-04-22T04:56:08Z
CUST_000117,business,small_business,CA,,7225,low,29.11,2024-08-28T18:37:04Z
CUST_000118,individual,retail,PA,Engineer,,medium,56.54,2025-02-04T13:06:49Z
CUST_000119,individual,retail,AE,Trader,,medium,58.03,2020-08-14T04:54:20Z
CUST_000120,business,small_business,SG,,4481,low,28.39,2021-03-14T18:39:55Z
CUST_000121,individual,retail,ZA,Teacher,,low,23.43,2020-05-30T10:47:14Z
CUST_000122,individual,affluent,US,Teacher,,low,15.65,2023-05-03T06:39:15Z
CUST_000123,individual,retail,SG,Consultant,,low,15.63,2021-08-30T17:58:17Z
CUST_000124,individual,retail,ZA,Retiree,,low,7.07,2023-02-24T01:47:05Z
CUST_000125,individual,retail,BR,Consultant,,low,10.89,2024-10-09T05:53:57Z
CUST_000126,individual,retail,SG,Retiree,,low,26.63,2020-06-03T13:56:49Z
CUST_000127,business,corporate,AU,,5416,low,21.34,2024-03-13T09:55:15Z
CUST_000128,individual,retail,ZA,Trader,,low,31.23,2023-03-29T03:55:07Z
CUST_000129,individual,retail,VG,Teacher,,medium,47.94,2024-06-26T05:51:18Z
CUST_000130,business,small_business,HK,,6211,medium,43.28,2024-01-16T07:20:55Z
CUST_000131,business,small_business,GB,,5221,medium,49.31,2020-08-28T07:26:38Z
CUST_000132,individual,retail,BR,Teacher,,low,32.89,2023-01-07T00:09:40Z
CUST_000133,individual,retail,AE,Retiree,,low,30.86,2021-03-29T01:08:50Z
CUST_000134,individual,retail,GB,Trader,,low,38.36,2024-06-04T23:54:21Z
CUST_000135,individual,retail,US,Consultant,,low,30.73,2020-03-21T23:46:02Z
CUST_000136,individual,affluent,PA,Teacher,,medium,46.17,2022-01-26T06:05:20Z
CUST_000137,individual,retail,AU,Retiree,,low,35.05,2023-06-21T16:25:12Z
CUST_000138,business,corporate,US,,4481,medium,49.22,2024-12-16T06:31:43Z
CUST_000139,individual,retail,GB,Engineer,,low,21.55,2020-08-04T17:01:18Z
CUST_000140,individual,retail,US,Retiree,,medium,52.68,2022-04-11T16:11:32Z
CUST_000141,individual,retail,US,Trader,,low,9.11,2022-06-11T09:49:52Z
CUST_000142,individual,retail,GB,Engineer,,low,27.09,2022-10-08T03:32:31Z
CUST_000143,individual,retail,AE,Engineer,,high,78.13,2023-06-28T08:20:26Z
CUST_000144,individual,affluent,US,Retiree,,medium,41.68,2024-09-23T17:11:04Z
CUST_000145,business,small_business,AE,,5416,medium,53.76,2021-09-07T00:40:46Z
CUST_000146,individual,retail,CA,Consultant,,low,8.68,2024-03-17T06:23:15Z
CUST_000147,business,corporate,GB,,6211,low,29.72,2025-03-19T22:00:12Z
CUST_000148,individual,retail,GB,Trader,,low,27.65,2021-11-07T19:05:15Z
CUST_000149,business,corporate,CA,,4481,low,20.56,2021-09-03T13:02:31Z
CUST_000150,individual,retail,GB,Retiree,,medium,48.9,2025-02-25T05:47:00Z
CUST_000151,individual,affluent,VG,Teacher,,high,83.52,2023-05-27T00:40:57Z
CUST_000152,business,corporate,ZA,,6211,low,35.74,2023-05-18T21:50:07Z
CUST_000153,individual,retail,DE,Teacher,,low,31.23,2022-06-18T09:13:34Z
CUST_000154,individual,retail,AE,Teacher,,medium,41.16,2023-12-20T07:06:31Z
CUST_000155,individual,retail,AU,Teacher,,low,30.46,2024-07-13T00:21:35Z
CUST_000156,individual,affluent,SG,Engineer,,low,6.95,2021-01-23T10:46:23Z
CUST_000157,individual,retail,VG,Teacher,,medium,64.01,2020-09-12T06:16:21Z
CUST_000158,individual,affluent,PA,Consultant,,low,27.17,2023-04-26T22:59:03Z
CUST_000159,business,small_business,VG,,4481,medium,55.33,2021-11-11T23:13:45Z
CUST_000160,individual,affluent,BR,Retiree,,low,26.89,2022-04-27T21:54:50Z
CUST_000161,business,small_business,ZA,,5416,medium,55.42,2020-03-22T20:26:51Z
CUST_000162,business,corporate,US,,7225,low,2.23,2023-07-22T07:25:09Z
CUST_000163,business,small_business,AE,,5221,low,39.38,2023-11-15T17:39:50Z
CUST_000164,individual,affluent,PA,Retiree,,medium,58.46,2022-03-23T02:49:25Z
CUST_000165,individual,affluent,PA,Consultant,,medium,54.47,2023-12-26T21:35:27Z
CUST_000166,business,small_business,ZA,,7225,medium,49.59,2024-01-13T13:21:27Z
CUST_000167,individual,retail,ZA,Retiree,,medium,42.49,2023-10-02T02:04:38Z
CUST_000168,business,corporate,VG,,6211,medium,68.0,2023-02-15T23:01:34Z
CUST_000169,individual,retail,AE,Teacher,,high,79.0,2022-08-25T23:59:05Z
CUST_000170,individual,retail,HK,Trader,,low,38.69,2023-10-12T03:18:44Z
CUST_000171,individual,retail,CA,Engineer,,low,32.58,2024-04-04T11:34:39Z
CUST_000172,individual,retail,AU,Consultant,,low,4.15,2023-04-20T06:59:16Z
CUST_000173,individual,retail,US,Teacher,,low,20.84,2023-06-24T07:20:58Z
CUST_000174,business,small_business,US,,4481,low,32.9,2021-07-28T09:25:13Z
CUST_000175,individual,retail,SG,Consultant,,medium,40.84,2021-03-24T10:52:30Z
CUST_000176,individual,retail,ZA,Retiree,,low,39.53,2023-12-12T10:27:01Z
CUST_000177,individual,retail,PA,Trader,,low,23.35,2023-03-14T17:14:10Z
CUST_000178,individual,affluent,US,Trader,,low,34.58,2024-01-01T06:54:43Z
CUST_000179,individual,retail,AU,Retiree,,low,9.14,2020-08-06T22:31:14Z
CUST_000180,business,small_business,SG,,4481,medium,50.41,2024-03-06T13:26:55Z
CUST_000181,individual,retail,DE,Consultant,,medium,57.38,2024-07-02T03:24:44Z
CUST_000182,individual,retail,DE,Engineer,,low,29.87,2021-05-30T08:00:48Z
CUST_000183,business,small_business,AE,,5416,low,14.89,2022-12-29T17:56:30Z
CUST_000184,individual,affluent,ZA,Consultant,,low,19.04,2022-08-08T17:01:34Z
CUST_000185,individual,retail,PA,Consultant,,medium,45.63,2021-05-14T22:16:34Z
CUST_000186,individual,affluent,CA,Teacher,,low,31.66,2020-10-25T15:21:17Z
CUST_000187,individual,affluent,HK,Consultant,,low,30.06,2024-02-04T21:54:37Z
CUST_000188,individual,retail,US,Retiree,,low,24.44,2022-06-23T02:36:15Z
CUST_000189,individual,retail,AU,Trader,,low,20.42,2023-01-07T13:09:04Z
CUST_000190,individual,retail,AE,Teacher,,low,10.46,2023-03-12T10:35:12Z
CUST_000191,individual,retail,AE,Retiree,,low,17.06,2020-10-11T13:49:32Z
CUST_000192,individual,affluent,ZA,Trader,,low,26.47,2023-10-26T15:24:54Z
CUST_000193,business,corporate,DE,,6211,low,0.0,2024-01-18T06:08:41Z
CUST_000194,individual,retail,US,Trader,,low,15.2,2021-05-01T10:27:26Z
CUST_000195,business,small_business,BR,,4481,low,36.71,2023-06-04T23:58:33Z
CUST_000196,business,small_business,HK,,7225,medium,47.45,2022-01-29T23:03:55Z
CUST_000197,individual,affluent,PA,Consultant,,high,73.2,2020-05-16T21:42:45Z
CUST_000198,individual,affluent,AE,Engineer,,low,34.18,2021-12-21T00:26:13Z
CUST_000199,individual,affluent,ZA,Consultant,,low,28.64,2021-11-20T23:18:35Z
CUST_000200,business,small_business,HK,,5416,low,33.62,2021-12-05T13:25:00Z
CUST_000201,individual,retail,AE,Retiree,,medium,52.99,2022-06-09T00:05:25Z
CUST_000202,individual,retail,PA,Teacher,,medium,54.41,2022-10-15T17:03:39Z
CUST_000203,individual,retail,PA,Engineer,,medium,56.53,2022-10-22T22:52:39Z
CUST_000204,individual,retail,SG,Trader,,low,29.38,2022-01-30T03:29:48Z
CUST_000205,business,small_business,PA,,6211,high,74.32,2025-01-04T05:23:44Z
CUST_000206,individual,affluent,HK,Trader,,low,34.86,2024-10-23T15:31:41Z
CUST_000207,individual,retail,AU,Consultant,,low,8.52,2021-12-28T05:34:20Z
CUST_000208,individual,retail,ZA,Trader,,medium,61.71,2023-10-14T02:33:24Z
CUST_000209,individual,retail,US,Trader,,medium,54.11,2023-08-15T15:43:04Z
CUST_000210,individual,retail,CA,Teacher,,low,17.36,2024-04-22T03:24:05Z
CUST_000211,individual,retail,SG,Trader,,low,0.0,2024-07-01T10:38:07Z
CUST_000212,individual,retail,HK,Trader,,medium,43.56,2023-03-29T08:00:03Z
CUST_000213,individual,affluent,AU,Consultant,,low,9.14,2024-06-07T04:46:57Z
CUST_000214,business,small_business,BR,,5221,low,34.0,2024-09-09T08:21:06Z
CUST_000215,individual,affluent,VG,Consultant,,medium,55.5,2020-05-19T07:46:24Z
CUST_000216,individual,affluent,CA,Consultant,,low,14.5,2023-10-31T23:58:19Z
CUST_000217,individual,retail,DE,Teacher,,low,25.46,2025-03-17T07:35:21Z
CUST_000218,individual,retail,HK,Consultant,,low,32.49,2024-11-29T20:10:06Z
CUST_000219,individual,affluent,SG,Teacher,,medium,42.8,2021-06-27T09:46:40Z
CUST_000220,individual,retail,GB,Engineer,,low,20.52,2023-05-26T03:37:00Z
CUST_000221,individual,retail,HK,Retiree,,low,32.97,2023-07-31T11:37:40Z
CUST_000222,business,small_business,AE,,5416,low,27.11,2021-10-10T07:51:34Z
CUST_000223,individual,retail,ZA,Consultant,,medium,43.06,2023-07-26T09:34:18Z
CUST_000224,individual,retail,AE,Trader,,low,39.73,2020-06-04T18:55:16Z
CUST_000225,individual,retail,HK,Engineer,,low,37.68,2020-05-31T04:22:34Z
CUST_000226,individual,affluent,PA,Consultant,,medium,59.36,2025-02-18T04:29:40Z
CUST_000227,business,small_business,BR,,6211,medium,60.86,2021-08-05T16:35:31Z
CUST_000228,individual,retail,BR,Consultant,,medium,51.8,2020-09-10T20:50:35Z
CUST_000229,individual,affluent,PA,Retiree,,medium,53.63,2021-01-21T19:21:51Z
CUST_000230,individual,retail,ZA,Teacher,,low,13.86,2024-11-26T11:31:42Z
CUST_000231,individual,retail,PA,Engineer,,medium,47.92,2020-06-10T20:58:44Z
CUST_000232,business,small_business,SG,,6211,low,15.99,2021-02-25T17:51:17Z
CUST_000233,individual,retail,ZA,Engineer,,low,16.77,2021-08-08T15:23:42Z
CUST_000234,individual,retail,BR,Trader,,medium,57.33,2024-04-17T23:54:46Z
CUST_000235,individual,retail,DE,Trader,,low,0.0,2021-03-02T05:52:34Z
CUST_000236,individual,affluent,CA,Teacher,,low,5.46,2025-03-24T22:58:17Z
CUST_000237,individual,retail,DE,Retiree,,low,1.2,2024-11-01T05:46:53Z
CUST_000238,individual,affluent,PA,Consultant,,medium,44.39,2023-06-17T05:39:37Z
CUST_000239,individual,retail,HK,Consultant,,medium,43.25,2024-01-17T20:59:32Z
CUST_000240,individual,retail,SG,Consultant,,low,36.21,2024-06-23T18:51:13Z
CUST_000241,individual,retail,VG,Trader,,low,33.65,2022-05-29T05:59:58Z
CUST_000242,business,corporate,CA,,5221,low,0.0,2022-12-03T02:21:35Z
CUST_000243,business,corporate,ZA,,6211,medium,42.08,2024-11-26T07:03:05Z
CUST_000244,individual,retail,BR,Teacher,,low,36.02,2023-03-16T22:15:29Z
CUST_000245,business,corporate,VG,,5221,low,32.66,2025-01-03T20:11:35Z
CUST_000246,individual,retail,VG,Engineer,,medium,66.47,2024-08-08T06:48:06Z
CUST_000247,individual,retail,ZA,Engineer,,medium,41.91,2023-12-06T21:01:52Z
CUST_000248,individual,retail,PA,Engineer,,high,86.52,2020-03-27T00:01:14Z
CUST_000249,individual,retail,DE,Engineer,,low,19.38,2024-09-22T02:34:00Z
CUST_000250,individual,retail,ZA,Teacher,,medium,42.1,2021-09-04T11:43:18Z
CUST_000251,individual,retail,AE,Retiree,,low,38.55,2024-04-28T06:17:48Z
CUST_000252,individual,retail,AU,Engineer,,low,28.01,2024-02-16T17:18:59Z
CUST_000253,individual,retail,US,Trader,,low,21.9,2022-04-19T11:20:45Z
CUST_000254,individual,retail,US,Teacher,,low,0.0,2022-04-22T23:50:38Z
CUST_000255,individual,retail,HK,Retiree,,medium,51.7,2021-10-16T14:24:43Z
CUST_000256,business,small_business,SG,,4481,low,18.8,2022-07-18T06:50:22Z
CUST_000257,individual,retail,CA,Consultant,,low,20.86,2022-09-19T19:52:16Z
CUST_000258,individual,retail,PA,Trader,,medium,61.18,2020-08-12T02:41:58Z
CUST_000259,individual,retail,PA,Teacher,,low,34.44,2021-02-05T07:39:23Z
CUST_000260,individual,retail,ZA,Trader,,high,72.44,2023-02-08T08:12:33Z
CUST_000261,individual,retail,GB,Teacher,,medium,59.36,2024-05-08T07:47:51Z
CUST_000262,individual,retail,AU,Retiree,,low,36.46,2021-05-22T02:27:40Z
CUST_000263,individual,retail,GB,Retiree,,low,7.89,2025-01-04T00:46:31Z
CUST_000264,individual,retail,CA,Teacher,,low,21.55,2024-07-20T15:41:10Z
CUST_000265,business,corporate,ZA,,7225,medium,54.98,2024-03-05T05:24:15Z
CUST_000266,individual,retail,PA,Engineer,,medium,59.16,2022-12-05T17:29:49Z
CUST_000267,individual,retail,AU,Consultant,,low,17.65,2024-08-05T03:05:41Z
CUST_000268,individual,retail,DE,Retiree,,medium,46.71,2021-03-30T22:13:44Z
CUST_000269,individual,retail,DE,Teacher,,low,10.06,2020-01-06T14:30:21Z
CUST_000270,individual,retail,ZA,Retiree,,low,30.88,2021-06-29T01:04:55Z
CUST_000271,business,corporate,CA,,4481,low,35.35,2020-01-30T00:07:49Z
CUST_000272,individual,affluent,BR,Engineer,,low,32.57,2022-07-28T12:29:52Z
CUST_000273,individual,affluent,CA,Trader,,low,22.56,2020-07-05T02:16:58Z
CUST_000274,business,corporate,US,,7225,low,38.51,2020-09-07T07:22:03Z
CUST_000275,individual,retail,BR,Retiree,,low,12.57,2024-01-07T19:16:02Z
CUST_000276,individual,retail,AE,Trader,,low,19.41,2022-06-20T12:26:26Z
CUST_000277,individual,affluent,HK,Trader,,low,34.75,2020-03-28T18:48:40Z
CUST_000278,individual,affluent,SG,Trader,,low,23.96,2020-07-14T21:44:57Z
CUST_000279,individual,retail,AU,Teacher,,low,37.55,2020-04-07T03:22:47Z
CUST_000280,individual,affluent,DE,Consultant,,low,0.82,2024-05-29T19:03:03Z
CUST_000281,individual,retail,US,Consultant,,low,14.04,2023-11-25T18:32:28Z
CUST_000282,individual,retail,CA,Engineer,,low,34.9,2021-06-27T23:01:02Z
CUST_000283,individual,retail,AE,Retiree,,low,22.77,2020-02-09T13:15:55Z
CUST_000284,business,small_business,GB,,7225,low,13.87,2021-09-17T03:56:10Z
CUST_000285,individual,retail,GB,Retiree,,low,25.43,2021-10-30T15:15:14Z
CUST_000286,individual,retail,US,Engineer,,low,13.06,2023-06-16T04:45:09Z
CUST_000287,individual,retail,US,Engineer,,low,27.43,2020-03-24T01:02:20Z
CUST_000288,individual,retail,US,Trader,,low,38.89,2024-03-13T04:56:53Z
CUST_000289,individual,retail,HK,Teacher,,low,26.59,2024-07-13T19:30:25Z
CUST_000290,business,small_business,HK,,5221,low,31.76,2021-07-31T09:23:04Z
CUST_000291,individual,retail,ZA,Teacher,,low,38.44,2020-03-22T20:29:33Z
CUST_000292,individual,retail,VG,Trader,,medium,61.95,2023-01-26T03:13:16Z
CUST_000293,individual,affluent,US,Teacher,,low,20.67,2021-09-22T06:03:44Z
CUST_000294,individual,retail,VG,Consultant,,high,81.31,2023-12-20T10:56:21Z
CUST_000295,individual,affluent,DE,Retiree,,low,25.38,2024-03-15T23:04:07Z
CUST_000296,individual,affluent,ZA,Trader,,low,34.97,2023-03-22T02:20:52Z
CUST_000297,individual,retail,BR,Engineer,,medium,40.4,2022-08-01T23:00:56Z
CUST_000298,individual,retail,DE,Consultant,,medium,61.92,2022-03-20T12:12:54Z
CUST_000299,business,small_business,HK,,7225,low,30.57,2020-08-01T22:28:06Z
CUST_000300,business,small_business,PA,,5416,low,39.33,2023-07-16T20:57:57Z
CUST_000301,individual,affluent,BR,Consultant,,medium,41.72,2024-08-16T14:03:40Z
CUST_000302,individual,affluent,AU,Consultant,,low,29.63,2020-12-20T18:28:09Z
CUST_000303,business,small_business,SG,,5416,low,38.16,2023-09-10T11:05:09Z
CUST_000304,business,corporate,CA,,5221,low,21.46,2022-04-29T01:29:05Z
CUST_000305,business,corporate,AU,,4481,low,0.0,2021-06-22T20:02:32Z
CUST_000306,business,corporate,AE,,4481,medium,45.38,2022-04-21T06:08:39Z
CUST_000307,individual,retail,ZA,Teacher,,low,21.33,2023-12-07T04:49:50Z
CUST_000308,individual,retail,DE,Teacher,,medium,47.93,2024-09-23T07:31:36Z
CUST_000309,individual,retail,GB,Engineer,,low,14.09,2023-12-06T17:37:07Z
CUST_000310,individual,retail,GB,Retiree,,low,35.6,2020-07-09T04:03:34Z
CUST_000311,individual,retail,PA,Engineer,,medium,67.13,2021-02-18T05:31:05Z
CUST_000312,individual,retail,ZA,Trader,,low,21.31,2023-08-17T04:04:51Z
CUST_000313,business,small_business,PA,,6211,medium,48.59,2020-10-24T23:02:29Z
CUST_000314,individual,retail,CA,Teacher,,low,30.74,2022-03-13T23:44:51Z
CUST_000315,individual,retail,BR,Consultant,,medium,47.19,2021-04-28T02:27:22Z
CUST_000316,individual,affluent,ZA,Trader,,medium,47.3,2023-06-10T23:29:09Z
CUST_000317,individual,retail,CA,Teacher,,medium,40.07,2024-08-28T04:11:00Z
CUST_000318,individual,retail,AE,Retiree,,medium,40.1,2020-11-04T16:09:19Z
CUST_000319,business,small_business,VG,,5416,medium,64.98,2024-04-30T09:58:19Z
CUST_000320,individual,retail,DE,Trader,,low,12.78,2020-01-26T11:48:49Z
CUST_000321,business,small_business,AU,,5221,low,33.63,2021-09-20T14:44:05Z
CUST_000322,individual,retail,CA,Engineer,,low,8.53,2021-02-07T13:06:17Z
CUST_000323,individual,retail,ZA,Retiree,,low,0.47,2022-01-22T21:11:26Z
